         1190349 function calls (1189924 primitive calls) in 66.127 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:546(request_url)
      389    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:587(extract)
       41    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:610(prepare_cookies)
      519    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/queues.py:156(put_nowait)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1349(_find_and_load)
      367    0.000    0.000    0.001    0.000 /usr/lib/python3.13/re/__init__.py:330(_compile)
      471    0.001    0.000    0.001    0.000 <frozen os>:711(__getitem__)
       38    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/feedparser.py:184(close)
       41    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:81(__init__)
      685    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/feedparser.py:129(__next__)
       20    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:282(rebuild_auth)
      795    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/_policybase.py:289(_sanitize_header)
      328    0.000    0.000    0.001    0.000 /usr/lib/python3.13/socket.py:100(_intenum_converter)
       40    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:378(__init__)
      519    0.000    0.000    0.001    0.000 /usr/lib/python3.13/random.py:295(randrange)
       24    0.001    0.000    0.001    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       42    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:202(__init__)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:911(_load_unlocked)
      114    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/message.py:624(get_content_maintype)
       38    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/message.py:487(items)
      115    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:145(__exit__)
       38    0.001    0.000    0.001    0.000 /usr/lib/python3.13/socket.py:304(makefile)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1020(exec_module)
      571    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:300(add)
      869    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:398(notify)
     6160    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       82    0.000    0.000    0.001    0.000 <frozen posixpath>:229(expanduser)
       80    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:521(cookiejar_from_dict)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:165(submit)
     5457    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       38    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/feedparser.py:102(push)
     3141    0.001    0.000    0.001    0.000 {method 'rstrip' of 'bytes' objects}
      505    0.000    0.000    0.001    0.000 <frozen _collections_abc>:897(__iter__)
  657/655    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
     4662    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       21    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:483(prepare_headers)
       82    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
      721    0.001    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:257(__getitem__)
      378    0.000    0.000    0.001    0.000 /usr/lib/python3.13/enum.py:695(__call__)
     4341    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1068    0.001    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:46(__setitem__)
     5322    0.001    0.000    0.001    0.000 /usr/lib/python3.13/_markupbase.py:36(getpos)
    10029    0.001    0.000    0.001    0.000 /usr/lib/python3.13/urllib/parse.py:108(_noop)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:537(set_result)
      147    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:345(to_key_val_list)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.13/ssl.py:1252(sendall)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/url.py:349(_encode_target)
       37    0.000    0.000    0.001    0.000 /usr/lib/python3.13/socket.py:497(_real_close)
      108    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:741(_error_catcher)
       58    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:76(copy)
       89    0.001    0.000    0.001    0.000 {built-in method posix.stat}
      955    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:623(_match_attribute_value_helper)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/futures.py:378(_set_state)
     1447    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2160(get)
       37    0.001    0.000    0.001    0.000 {function socket.close at 0x7df93ae2efc0}
       38    0.001    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/poolmanager.py:95(_default_key_normalizer)
      279    0.000    0.000    0.001    0.000 <frozen _collections_abc>:815(__contains__)
       24    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:1044(_new_conn)
      685    0.001    0.000    0.001    0.000 /usr/lib/python3.13/email/feedparser.py:79(readline)
      426    0.000    0.000    0.001    0.000 /usr/lib/python3.13/urllib/parse.py:205(_hostinfo)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:316(__init__)
     1054    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:303(__enter__)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/response.py:40(assert_header_parsing)
     4272    0.001    0.000    0.001    0.000 /usr/lib/python3.13/html/parser.py:127(clear_cdata_mode)
      389    0.001    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2147(index)
       74    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:641(release_conn)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/futures.py:342(_copy_future_state)
  200/152    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:490(_make_match_rules)
  657/655    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       41    0.000    0.000    0.001    0.000 /usr/lib/python3.13/http/cookiejar.py:1356(add_cookie_header)
      100    0.000    0.000    0.001    0.000 /usr/lib/python3.13/encodings/idna.py:179(encode)
     1038    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/queues.py:114(full)
       20    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:382(copy)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:1145(_normalize_host)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:337(_invoke_callbacks)
       59    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
     1119    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/events.py:36(__init__)
      516    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/taskgroups.py:228(_on_task_done)
       62    0.001    0.000    0.001    0.000 /usr/lib/python3.13/socket.py:221(__init__)
     1054    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:306(__exit__)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:132(__init__)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:294(_put_conn)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/asyncio/futures.py:391(_call_set_state)
       24    0.001    0.000    0.001    0.000 {built-in method today}
       38    0.000    0.000    0.001    0.000 /usr/lib/python3.13/email/feedparser.py:139(__init__)
       61    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:774(get_proxy)
       38    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:396(build_connection_pool_key_attributes)
      637    0.000    0.000    0.001    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:51(__getitem__)
      850    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:318(_is_owned)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:900(default_headers)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1261(__init__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:90(_urllib3_request_context)
     1542    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:1225(send)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/futures.py:406(wrap_future)
      833    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/utils.py:47(_has_surrogates)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:441(_encode_hostname)
       24    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:566(__init__)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:430(close)
       41    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:660(requote_uri)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/selector_events.py:129(_read_from_self)
       24    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:243(get_payload)
      358    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/url.py:330(_idna_encode)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:876(call_soon_threadsafe)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/__init__.py:91(_replace_charref)
       13    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:303(helper)
      471    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:240(init_poolmanager)
      396    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:454(__exit__)
      152    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:109(__init__)
      519    0.000    0.000    0.000    0.000 /usr/lib/python3.13/random.py:245(_randbelow_with_getrandbits)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:669(verify_mode)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:268(allowance)
       35    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:807(_fp_read)
      137    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:281(__init__)
      190    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:404(<genexpr>)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:743(compile)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1374(__instancecheck__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:46(__init__)
      571    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:515(set_raw)
      955    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:292(matches_string)
       44    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:450(_init_decoder)
       76    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:463(read)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/__init__.py:41(__getattr__)
       42    0.000    0.000    0.000    0.000 {method 'recv' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/parser.py:256(parse_html_declaration)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:85(path_url)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:867(__init__)
      518    0.000    0.000    0.000    0.000 /usr/lib/python3.13/_weakrefset.py:85(add)
     1929    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       76    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:346(_get_timeout)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:588(prepare_auth)
      384    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/util.py:19(to_str)
       14    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:236(_new_conn)
      863    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:306(_qsize)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:504(set_alpn_protocols)
       55    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:107(get_redirect_target)
      192    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:255(applies_to)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/poolmanager.py:199(__init__)
     1787    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
     1038    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:101(qsize)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/_htmlparser.py:294(handle_decl)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:536(close)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/futures.py:362(_chain_future)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       36    0.000    0.000    0.000    0.000 {method 'set_result' of '_asyncio.Future' objects}
       84    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:1034(check_header_validity)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:425(_close_conn)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:539(get_encoding_from_headers)
      897    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1665(__subclasscheck__)
      378    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1152(__new__)
      148    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:396(_check_close)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:1018(get_auth_from_url)
       24    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/ssl_.py:464(is_ipaddress)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1551(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
       20    0.000    0.000    0.000    0.000 {method 'get' of '_queue.SimpleQueue' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:685(_init_length)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/__init__.py:666(reset)
       76    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:188(clone)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
      162    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:163(host)
      877    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/retry.py:202(__init__)
       62    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:542(merge_cookies)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:517(family)
      519    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:291(_put)
       38    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2104(__instancecheck__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/tasks.py:703(sleep)
       59    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
       14    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
      554    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:228(applies_to)
      260    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
   114/84    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      453    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
  856/855    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      203    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1227(deepvalues)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/poolmanager.py:267(clear)
      139    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:57(__iter__)
      148    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:29(_splitparam)
     1388    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      685    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/selector_events.py:141(_write_to_self)
      168    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/utils.py:1045(_validate_header_part)
      516    0.000    0.000    0.000    0.000 /usr/lib/python3.13/_weakrefset.py:39(_remove)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1093(get_code)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:328(__init__)
      367    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:199(__get__)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:106(_encode_params)
       20    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:440(_copy_cookie_jar)
      418    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:309(_put)
      408    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:312(_get)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:108(__init__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:694(__init__)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:136(__enter__)
       59    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/url.py:100(__new__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
   114/84    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     2244    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       82    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:358(update)
      184    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:122(RLock)
      740    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      695    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/structures.py:58(<genexpr>)
      456    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
       21    0.000    0.000    0.000    0.000 {method 'send' of '_socket.socket' objects}
      907    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:576(_code)
       42    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:141(clear)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/request.py:191(body_to_chunks)
       20    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:428(copy)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/socket.py:782(close)
     1174    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       76    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:172(from_float)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/connection.py:93(_set_socket_options)
     1043    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:54(__init__)
       55    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:769(is_redirect)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:185(crawl_delay)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:677(verify_mode)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:338(geturl)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:71(close)
      601    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/_collections.py:289(__iter__)
      164    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2173(get_attribute_list)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:970(parse)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/weakref.py:568(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:29(__init__)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:13(__aenter__)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:210(_get_decoder)
      930    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2203(__getitem__)
      113    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7df93ae2fd80}
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:630(prepare_hooks)
      190    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:494(prepare_body)
      526    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
     1657    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:554(_check_closed)
