         1190349 function calls (1189924 primitive calls) in 66.127 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:926(_get_hostport)
      114    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/timeout.py:227(connect_timeout)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:294(_get)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2138(_proto_hook)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:260(get)
      6/2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:177(getwidth)
       24    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:313(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1984(_allow_reckless_class_checks)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:200(__new__)
       37    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:620(set)
       62    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:292(is_closed)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:439(_get_literal_prefix)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:572(prepare_content_length)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1973(_caller)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1294(_is_dunder)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/taskgroups.py:28(__init__)
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connection.py:182(host)
       16    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:1836(string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:461(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:173(_type_check)
       88    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/response.py:249(__len__)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:126(__iter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/events.py:73(cancel)
       21    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        8    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/html/parser.py:113(close)
       40    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/filter.py:437(includes_everything)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:239(__next)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:947(_byte_quoter_factory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/idna.py:378(getregentry)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:175(append)
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:437(_wake_up_next)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:214(_compile_charset)
       10    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/util/proxy.py:11(connection_requires_http_tunnel)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1585(_get_value)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/adapters.py:578(add_headers)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       38    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/urllib3/connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
       20    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/cookiejar.py:1269(set_policy)
        1    0.000    0.000    0.000    0.000 <frozen os>:1173(process_cpu_count)
       22    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:48(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/parse.py:862(__init__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:303(_init)
       21    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:401(_simple)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:219(task_done)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:1121(_check_connected)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/_htmlparser.py:377(prepare_markup)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       21    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
       38    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7df93a354e00}
       19    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/__init__.py:43(normalize_encoding)
       24    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       14    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:122(ThreadPoolExecutor)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/_markupbase.py:27(__init__)
       16    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/element.py:2223(__setitem__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/_base.py:398(__get_result)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:90(acquire)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
       29    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:558(_check_default_executor)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
       24    0.000    0.000    0.000    0.000 {function socket.detach at 0x7df93ae2f060}
        7    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       41    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:47(_WorkItem)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:384(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/_markupbase.py:32(reset)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:144(_wake_up_first)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:163(__len__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:230(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:791(_root_tag_encountered)
       20    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/cookies.py:435(get_policy)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:371(_escape)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:765(_initialize_xml_detector)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/models.py:216(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/collections/__init__.py:673(update)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        8    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:758(is_closed)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.source_hash}
       16    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/__init__.py:311(deprecated_argument)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:110(empty)
        7    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
       21    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/requests/sessions.py:451(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1022(_set_native_id)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:592(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:292(tell)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:260(_collect_type_parameters)
       16    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/base_events.py:1955(_timer_handle_cancelled)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2003(_lazy_load_getattr_static)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:954(fix_flags)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 /home/guilherme13c/projects/simple-search-engine/crawler/venv/lib/python3.13/site-packages/bs4/builder/__init__.py:274(initialize_soup)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/urllib/robotparser.py:38(mtime)
        4    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:431(_get_iscased)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:255(match)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1265(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        6    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1492(_register_atexit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1750(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:164(_type_convert)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1784(_shadowed_dict_from_weakref_mro_tuple)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:312(_release_save)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1427(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:112(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1018(_set_ident)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:75(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:82(groups)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:76(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:315(_acquire_restore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1427(current_thread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/weakref.py:427(__setitem__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/message.py:642(get_default_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/netrc.py:22(_netrclex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/netrc.py:10(NetrcParseError)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:758(_validate_hash_pyc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/netrc.py:66(netrc)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1145(daemon)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/locks.py:367(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:171(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/concurrent/futures/thread.py:116(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 <frozen codecs>:334(getstate)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/asyncio/queues.py:242(join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:605(is_set)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1353(disable)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)


